Date,Volume,Value,Open,High,Low,Close,Change,Transaction
2015-04-29,"10,074,684","725,594,690",72.5,72.7,71.6,71.8,-0.8,"1,811"
2015-04-30,"6,780,532","484,999,522",71.6,71.8,71.15,71.45,-0.35,"1,457"
2015-05-04,"5,381,376","383,599,096",71.45,71.65,70.85,71.6,0.15,"1,220"
2015-05-05,"6,801,050","483,838,544",71.4,71.4,70.9,71.2,-0.4,"1,174"
2015-05-06,"6,603,488","468,611,056",70.8,71.4,70.5,71.3,0.1,"1,301"
2015-05-07,"10,204,224","718,490,164",70.8,70.8,70.15,70.45,-0.85,"1,945"
2015-05-08,"5,647,296","398,589,652",70.45,70.65,70.45,70.5,0.05,"1,082"
2015-05-11,"11,222,257","793,547,954",71.0,71.2,70.3,70.85,0.35,"1,986"
2015-05-12,"9,064,022","640,522,400",70.6,70.85,70.55,70.7,-0.15,"1,712"
2015-05-13,"6,874,083","488,179,679",70.7,71.2,70.7,71.1,0.4,"1,146"
2015-05-14,"16,520,264","1,161,687,961",70.85,70.95,70.0,70.1,-1.0,"3,256"
2015-05-15,"11,642,867","815,422,387",70.3,70.35,69.7,70.0,-0.1,"2,197"
2015-05-18,"3,248,292","227,961,241",70.05,70.3,70.0,70.25,0.25,950
2015-05-19,"8,458,272","601,702,901",70.4,71.45,70.4,71.3,1.05,"2,147"
2015-05-20,"7,530,606","534,194,695",71.25,71.25,70.8,70.8,-0.5,"1,216"
2015-05-21,"11,567,932","809,811,559",70.15,70.2,69.75,70.15,-0.65,"2,097"
2015-05-22,"6,152,758","435,042,013",70.2,70.95,70.2,70.7,0.55,"1,234"
2015-05-25,"2,391,058","169,027,182",70.45,70.95,70.3,70.7,0.0,734
2015-05-26,"7,521,312","535,292,867",71.2,71.6,70.8,71.0,0.3,"1,247"
2015-05-27,"5,812,358","413,273,073",70.85,71.3,70.7,71.15,0.15,974
2015-05-28,"5,790,144","414,080,476",71.75,71.9,71.25,71.5,0.35,"1,285"
2015-05-29,"4,900,148","349,371,690",71.7,71.7,71.05,71.1,-0.4,"1,635"
2015-06-01,"7,850,223","553,306,871",71.1,71.15,70.25,70.5,-0.6,"1,749"
2015-06-02,"4,867,412","341,989,139",70.45,70.5,70.0,70.4,-0.1,"1,142"
2015-06-03,"6,558,304","459,976,121",70.3,70.4,69.9,69.95,-0.45,"1,466"
2015-06-04,"28,182,317","1,941,540,073",69.8,69.9,68.35,68.6,-1.35,"5,559"
2015-06-05,"15,106,306","1,033,376,164",68.5,68.6,68.2,68.45,-0.15,"2,804"
2015-06-08,"9,094,127","622,037,152",68.3,69.05,68.0,68.9,0.45,"2,538"
2015-06-09,"18,429,951","1,258,036,692",68.5,68.6,68.0,68.35,-0.55,"2,856"
2015-06-10,"8,666,901","595,189,468",68.55,68.9,68.45,68.65,0.3,"1,959"
2015-06-11,"7,352,571","504,746,450",68.8,68.9,68.4,68.85,0.2,"1,254"
2015-06-12,"3,175,799","218,259,470",68.9,69.0,68.45,68.8,-0.05,870
2015-06-15,"3,761,616","258,521,656",68.8,69.0,68.5,68.65,-0.15,971
2015-06-16,"8,681,702","592,299,290",68.65,68.65,68.05,68.2,-0.45,"1,749"
2015-06-17,"5,564,580","380,966,978",68.2,68.75,68.2,68.5,0.3,"1,585"
2015-06-18,"10,688,270","730,684,809",68.45,68.55,68.2,68.4,-0.1,"1,343"
2015-06-22,"11,310,165","782,304,510",68.75,69.4,68.75,69.35,0.95,"1,920"
2015-06-23,"5,311,263","369,513,247",69.55,69.85,69.35,69.55,0.2,"1,515"
2015-06-24,"6,127,048","426,268,842",69.6,69.7,69.4,69.65,0.1,"1,203"
2015-06-25,"13,815,425","972,267,505",70.0,70.65,70.0,70.45,0.8,"2,531"
2015-06-26,"4,926,733","346,310,265",70.45,70.45,70.15,70.45,0.0,"1,336"
2015-06-29,"11,576,161","800,533,393",69.35,69.6,68.75,68.8,-1.65,"2,885"
2015-06-30,"4,093,490","282,871,294",68.8,69.4,68.8,69.4,0.6,"1,284"
2015-07-01,"6,063,171","424,660,570",69.4,70.3,69.25,70.05,+0.65,"1,853"
2015-07-02,"4,340,672","303,948,992",70.2,70.25,69.85,70.1,+0.05,747
2015-07-03,"7,762,464","540,423,608",70.0,70.2,69.25,70.1, 0.00,"1,679"
2015-07-06,"7,584,634","526,949,522",69.55,70.05,69.2,69.3,-0.80,"1,559"
2015-07-07,"4,706,919","328,215,180",69.65,70.1,69.45,69.6,+0.30,"1,222"
2015-07-08,"37,899,765","2,576,676,720",69.2,69.2,67.45,67.5,-2.10,"8,343"
2015-07-09,"33,083,128","2,203,429,334",66.8,67.35,66.1,67.1,-0.40,"5,730"
2015-07-13,"15,806,729","1,069,053,790",68.0,68.1,67.2,68.1,+1.00,"3,217"
2015-07-14,"9,618,532","657,390,583",68.3,68.7,68.05,68.1, 0.00,"2,324"
2015-07-15,"8,865,704","605,236,616",68.3,68.65,68.0,68.25,+0.15,"1,509"
2015-07-16,"6,939,583","476,110,012",68.6,68.95,68.2,68.6,+0.35,"1,968"
2015-07-17,"3,432,139","235,053,872",68.35,68.65,68.3,68.5,-0.10,944
2015-07-20,"7,832,044","535,748,692",69.0,69.2,67.8,68.0,-0.50,"1,873"
2015-07-21,"3,363,698","229,995,888",68.35,68.65,68.0,68.65,+0.65,978
2015-07-22,"14,139,939","961,043,676",68.2,68.3,67.7,67.8,-0.85,"2,273"
2015-07-23,"20,981,081","1,410,059,672",67.5,67.85,66.85,67.15,-0.65,"3,456"
2015-07-24,"19,922,048","1,331,121,496",67.05,67.25,66.5,66.75,-0.40,"3,021"
2015-07-27,"28,446,312","1,876,583,192",66.4,66.55,65.55,65.8,-0.95,"5,152"
2015-07-28,"17,518,780","1,154,891,944",65.75,66.3,65.5,65.85,+0.05,"3,321"
2015-07-29,"18,492,599","1,209,602,490",65.9,65.9,65.1,65.4,-0.45,"3,442"
2015-07-30,"7,473,893","494,964,459",65.6,66.55,65.55,66.5,+1.10,"2,258"
2015-07-31,"11,169,527","737,988,200",66.5,66.55,65.8,66.15,-0.35,"1,548"
2015-08-03,"15,758,422","1,027,197,865",65.9,65.9,64.9,65.25,-0.90,"3,454"
2015-08-04,"12,310,425","803,217,815",65.5,66.0,65.0,65.3,+0.05,"2,681"
2015-08-05,"9,875,104","648,399,318",65.55,66.0,65.3,65.7,+0.40,"1,782"
2015-08-06,"23,620,938","1,535,880,356",66.0,66.05,64.55,65.0,-0.70,"3,641"
2015-08-07,"6,898,672","446,241,008",64.5,65.0,64.2,64.7,-0.30,"2,267"
2015-08-10,"10,082,526","649,653,275",64.6,64.75,64.0,64.55,-0.15,"2,542"
2015-08-11,"17,411,425","1,131,041,320",65.3,65.8,64.4,64.55, 0.00,"4,036"
2015-08-12,"24,218,973","1,541,063,674",64.25,64.45,63.0,63.45,-1.10,"4,634"
2015-08-13,"16,147,105","1,025,508,660",63.45,63.9,63.35,63.55,+0.10,"2,147"
2015-08-14,"8,405,034","532,406,602",63.45,63.75,63.15,63.3,-0.25,"1,736"
2015-08-17,"13,852,886","871,311,567",63.3,63.3,62.7,62.9,-0.40,"2,367"
2015-08-18,"9,841,681","617,280,801",63.0,63.3,62.45,62.55,-0.35,"2,221"
2015-08-19,"17,595,647","1,088,315,857",62.4,62.5,61.3,61.6,-0.95,"4,364"
2015-08-20,"19,329,341","1,185,812,735",61.25,61.85,60.95,61.4,-0.20,"4,758"
2015-08-21,"28,076,492","1,689,327,220",60.6,60.75,59.8,59.8,-1.60,"6,417"
2015-08-24,"61,317,409","3,512,538,379",59.1,59.1,55.4,57.5,-2.30,"12,459"
2015-08-25,"43,487,996","2,578,413,633",57.5,60.0,57.5,60.0,+2.50,"9,667"
2015-08-26,"17,123,903","1,020,266,152",59.3,60.5,58.65,60.35,+0.35,"5,984"
2015-08-27,"18,326,474","1,106,779,689",60.6,60.65,60.0,60.15,-0.20,"5,627"
2015-08-28,"18,684,824","1,150,095,322",61.0,61.9,61.0,61.8,+1.65,"4,349"
2015-08-31,"18,957,915","1,171,281,528",61.3,62.35,61.2,62.3,+0.50,"2,806"
2015-09-01,"12,340,652","766,117,348",61.9,62.6,61.5,61.75,-0.55,"2,838"
2015-09-02,"18,170,477","1,118,387,496",61.1,62.3,60.95,62.1,+0.35,"4,619"
2015-09-03,"7,543,894","468,271,835",62.35,62.4,61.6,62.15,+0.05,"1,573"
2015-09-04,"15,808,961","978,163,876",62.15,62.55,61.35,61.35,-0.80,"2,202"
2015-09-07,"10,155,526","624,485,437",61.3,62.3,61.1,61.25,-0.10,"2,616"
2015-09-08,"9,642,248","592,119,472",61.5,61.65,61.1,61.45,+0.20,"3,030"
2015-09-09,"24,002,263","1,525,863,565",62.65,64.15,62.65,64.15,+2.70,"5,404"
2015-09-10,"10,184,783","646,044,883",63.8,63.8,63.15,63.45,-0.70,"3,300"
2015-09-11,"7,961,292","505,296,736",63.3,63.7,63.05,63.5,+0.05,"2,519"
2015-09-14,"4,389,671","279,210,234",63.9,64.0,63.25,63.65,+0.15,"2,011"
2015-09-15,"5,767,862","365,312,865",63.75,63.85,63.05,63.15,-0.50,"1,968"
2015-09-16,"7,422,817","473,560,457",63.65,64.0,63.4,63.9,+0.75,"2,266"
2015-09-17,"12,909,851","838,052,365",64.5,65.15,64.5,65.0,+1.10,"3,408"
2015-09-18,"3,507,233","227,184,655",65.0,65.0,64.55,64.85,-0.15,"1,275"
2015-09-21,"9,987,594","633,935,853",64.05,64.1,63.2,63.45,-1.40,"3,110"
2015-09-22,"4,330,875","275,986,550",63.55,63.95,63.55,63.8,+0.35,"1,130"
2015-09-23,"10,045,603","627,964,620",63.2,63.2,62.2,62.35,-1.45,"3,123"
2015-09-24,"7,364,956","458,475,049",62.55,62.85,61.9,62.0,-0.35,"1,904"
2015-09-25,"5,982,179","370,528,978",62.15,62.35,61.6,62.25,+0.25,"1,918"
2015-09-30,"8,574,123","533,541,019",61.45,62.6,61.45,62.4,+0.15,"2,087"
2015-10-01,"11,986,849","756,664,703",62.6,63.7,62.2,63.6,+1.20,"2,636"
2015-10-02,"7,571,907","479,582,469",63.35,63.6,63.1,63.25,-0.35,"1,083"
2015-10-05,"5,383,188","342,143,611",63.8,64.0,63.25,63.4,+0.15,"1,393"
2015-10-06,"8,300,522","533,161,323",64.15,64.7,63.85,63.9,+0.50,"2,059"
2015-10-07,"8,637,044","557,000,564",63.9,64.85,63.9,64.85,+0.95,"2,304"
2015-10-08,"12,360,377","803,154,003",65.1,65.3,64.6,64.7,-0.15,"1,896"
2015-10-12,"17,465,643","1,144,859,053",65.05,65.9,65.05,65.55,+0.85,"3,323"
2015-10-13,"7,489,789","489,761,011",65.6,65.65,65.15,65.3,-0.25,"1,921"
2015-10-14,"7,135,958","464,717,839",65.3,65.3,64.95,65.05,-0.25,"1,491"
2015-10-15,"14,357,990","948,629,290",65.65,66.35,65.65,66.0,+0.95,"3,011"
2015-10-16,"8,189,426","538,694,821",65.95,66.0,65.6,65.75,-0.25,"1,613"
2015-10-19,"7,411,159","488,570,053",66.0,66.2,65.7,65.95,+0.20,"1,305"
2015-10-20,"4,526,773","298,526,370",66.0,66.1,65.8,65.95, 0.00,"1,050"
2015-10-21,"11,498,457","755,187,599",66.1,66.15,65.4,65.5,-0.45,"2,296"
2015-10-22,"8,066,236","527,859,177",65.3,65.6,65.25,65.5, 0.00,"1,534"
2015-10-23,"20,687,758","1,367,594,228",66.2,66.5,65.85,65.9,+0.40,"2,965"
2015-10-26,"12,082,040","780,928,000",64.5,64.85,64.45,64.55,X0.00,"1,757"
2015-10-27,"5,723,238","367,024,006",64.5,64.55,63.95,64.2,-0.35,"1,825"
2015-10-28,"5,075,690","323,952,193",64.2,64.25,63.6,63.75,-0.45,"1,655"
2015-10-29,"8,413,837","533,508,526",64.1,64.3,63.1,63.3,-0.45,"2,871"
2015-10-30,"5,991,825","378,136,344",63.3,63.45,62.8,63.2,-0.10,"2,399"
2015-11-02,"4,831,277","304,671,497",63.1,63.4,62.6,63.3,+0.10,"1,725"
2015-11-03,"9,293,247","596,846,576",63.8,64.4,63.8,64.3,+1.00,"2,164"
2015-11-04,"16,551,361","1,080,387,132",64.75,65.6,64.7,65.55,+1.25,"3,662"
2015-11-05,"5,902,342","385,929,675",65.65,65.65,65.25,65.4,-0.15,"1,209"
2015-11-06,"11,915,559","764,182,459",65.4,65.4,63.65,64.1,-1.30,"3,697"
2015-11-09,"5,532,819","353,671,966",64.0,64.35,63.6,63.65,-0.45,"1,721"
2015-11-10,"8,847,191","557,861,747",63.3,63.4,62.85,62.9,-0.75,"2,553"
2015-11-11,"16,293,154","1,015,415,291",62.9,63.0,61.95,62.15,-0.75,"4,239"
2015-11-12,"14,213,968","883,316,520",62.2,62.4,61.85,62.25,+0.10,"2,700"
2015-11-13,"20,384,559","1,262,031,723",61.8,62.45,61.55,61.6,-0.65,"4,201"
2015-11-16,"13,429,751","819,612,811",61.2,61.3,60.6,61.15,-0.45,"4,047"
2015-11-17,"8,728,448","544,635,432",62.0,62.6,62.0,62.35,+1.20,"2,811"
2015-11-18,"14,981,437","923,579,944",62.35,62.35,61.2,61.4,-0.95,"3,674"
2015-11-19,"10,131,326","627,088,022",61.95,62.3,61.55,62.3,+0.90,"2,328"
2015-11-20,"5,421,687","337,471,802",62.35,62.5,62.05,62.3, 0.00,"1,182"
2015-11-23,"3,462,828","216,063,357",62.6,62.75,62.15,62.6,+0.30,900
2015-11-24,"6,598,498","410,058,375",62.5,62.65,61.85,61.95,-0.65,"1,251"
2015-11-25,"5,964,136","368,131,013",61.85,62.1,61.5,61.95, 0.00,"1,793"
2015-11-26,"8,642,337","542,093,707",62.3,62.95,62.3,62.8,+0.85,"2,045"
2015-11-27,"6,290,726","390,858,589",62.9,62.9,61.8,61.95,-0.85,"2,308"
2015-11-30,"23,268,522","1,412,480,813",60.9,61.2,60.45,61.2,-0.75,"6,178"
2015-12-01,"8,409,979","520,635,962",61.7,62.45,61.45,62.4,+1.20,"2,530"
2015-12-02,"6,361,207","397,283,746",62.45,62.75,62.15,62.3,-0.10,"1,629"
2015-12-03,"6,065,078","377,724,417",61.9,62.55,61.7,62.4,+0.10,"1,142"
2015-12-04,"15,048,650","928,987,155",61.95,61.95,61.4,61.75,-0.65,"2,915"
2015-12-07,"14,814,433","928,255,777",62.2,63.0,62.2,62.5,+0.75,"2,110"
2015-12-08,"9,200,859","566,137,416",62.25,62.3,61.2,61.5,-1.00,"3,502"
2015-12-09,"16,089,442","979,992,762",61.2,61.35,60.7,60.75,-0.75,"3,892"
2015-12-10,"16,616,017","999,797,705",60.4,60.75,59.75,60.55,-0.20,"4,438"
2015-12-11,"13,835,782","831,652,873",60.55,60.7,59.8,59.85,-0.70,"3,723"
2015-12-14,"9,528,711","565,570,905",59.25,59.65,59.0,59.4,-0.45,"3,711"
2015-12-15,"6,796,842","405,048,236",59.7,60.05,59.35,59.45,+0.05,"3,028"
2015-12-16,"6,530,297","392,518,947",60.0,60.4,59.7,60.35,+0.90,"2,214"
2015-12-17,"7,609,249","462,460,512",60.55,61.05,60.35,61.05,+0.70,"2,786"
2015-12-18,"4,893,146","297,429,598",60.85,61.25,60.5,60.75,-0.30,"1,690"
2015-12-21,"4,340,637","261,775,825",60.05,60.75,59.9,60.65,-0.10,"1,399"
2015-12-22,"5,138,591","311,500,101",60.7,60.9,60.4,60.8,+0.15,"1,014"
2015-12-23,"7,263,567","443,537,648",60.95,61.3,60.8,60.9,+0.10,"1,391"
2015-12-24,"8,456,472","519,184,263",61.35,61.65,61.2,61.2,+0.30,"1,563"
2015-12-25,"6,546,008","402,014,014",61.2,61.6,61.2,61.6,+0.40,"1,344"
2015-12-28,"3,449,303","212,316,497",61.7,61.7,61.4,61.45,-0.15,964
2015-12-29,"3,966,552","241,951,106",61.4,61.4,60.8,61.0,-0.45,"1,267"
2015-12-30,"7,262,466","440,947,363",61.15,61.15,60.45,60.55,-0.45,"1,436"
2015-12-31,"3,894,479","236,577,519",60.55,60.95,60.5,60.75,+0.20,988
2016-01-04,"16,928,063","1,009,176,452",60.8,60.95,59.05,59.55,-1.20,"5,730"
2016-01-05,"21,783,969","1,291,792,220",59.5,59.75,58.85,59.05,-0.50,"6,708"
2016-01-06,"28,939,550","1,688,039,896",59.05,59.05,57.9,58.45,-0.60,"8,406"
2016-01-07,"39,962,301","2,289,801,488",58.3,58.3,56.7,57.35,-1.10,"11,325"
2016-01-08,"25,450,734","1,459,152,633",57.0,57.7,56.85,57.45,+0.10,"7,024"
2016-01-11,"24,356,269","1,375,352,256",56.9,56.95,56.0,56.55,-0.90,"7,405"
2016-01-12,"17,649,886","998,368,462",56.8,57.0,56.3,56.5,-0.05,"5,238"
2016-01-13,"11,848,432","677,682,867",57.0,57.5,56.75,57.15,+0.65,"5,664"
2016-01-14,"15,487,360","871,255,829",56.5,56.7,55.85,56.7,-0.45,"5,765"
2016-01-15,"20,847,878","1,181,841,700",57.1,57.5,56.25,56.7, 0.00,"4,936"
2016-01-18,"13,014,340","736,737,370",55.9,57.3,55.8,57.1,+0.40,"4,379"
2016-01-19,"8,110,815","462,104,462",57.0,57.25,56.65,57.25,+0.15,"2,801"
2016-01-20,"22,688,368","1,270,701,758",56.85,56.85,55.6,55.9,-1.35,"7,993"
2016-01-21,"10,450,055","585,123,480",56.1,56.3,55.6,55.8,-0.10,"4,579"
2016-01-22,"13,943,516","784,844,013",56.35,56.6,56.0,56.55,+0.75,"3,835"
2016-01-25,"12,773,195","734,244,688",57.0,57.8,57.0,57.55,+1.00,"4,215"
2016-01-26,"7,583,870","431,532,884",57.0,57.15,56.7,57.0,-0.55,"3,599"
2016-01-27,"9,101,121","520,457,441",57.4,57.45,56.95,57.25,+0.25,"2,287"
2016-01-28,"10,224,860","588,123,466",57.15,57.75,57.0,57.55,+0.30,"3,285"
2016-01-29,"20,207,611","1,180,203,349",57.5,59.1,57.25,59.0,+1.45,"7,319"
2016-01-30,"13,202,648","785,683,942",59.45,59.7,59.2,59.55,+0.55,"3,965"
2016-02-01,"7,967,600","473,078,587",59.5,59.6,59.1,59.55, 0.00,"2,732"
2016-02-02,"4,584,277","272,135,216",59.45,59.55,59.0,59.35,-0.20,"1,748"
2016-02-03,"6,990,419","412,038,146",59.0,59.25,58.6,58.95,-0.40,"2,624"
2016-02-15,"7,221,411","424,601,837",58.3,59.1,58.1,59.0,+0.05,"2,176"
2016-02-16,"17,822,419","1,067,789,029",59.1,60.35,59.1,60.25,+1.25,"4,926"
2016-02-17,"12,473,522","750,453,287",60.4,60.5,59.95,59.95,-0.30,"3,478"
2016-02-18,"16,986,739","1,034,524,645",60.8,61.15,60.5,60.9,+0.95,"4,462"
2016-02-19,"11,352,431","690,604,191",60.8,61.05,60.6,60.85,-0.05,"4,864"
2016-02-22,"11,614,403","710,868,283",60.85,61.6,60.55,60.8,-0.05,"2,553"
2016-02-23,"4,916,180","299,142,784",61.0,61.15,60.7,60.85,+0.05,"1,464"
2016-02-24,"7,764,348","471,747,151",60.8,61.3,60.2,60.3,-0.55,"2,535"
2016-02-25,"16,933,970","1,033,960,315",60.6,61.35,60.5,61.1,+0.80,"3,204"
2016-02-26,"14,513,092","888,888,205",61.35,61.7,60.9,61.25,+0.15,"2,460"
2016-03-01,"17,236,846","1,063,544,724",61.25,61.95,61.1,61.85,+0.60,"3,170"
2016-03-02,"22,870,541","1,429,351,890",62.35,62.75,62.25,62.35,+0.50,"4,450"
2016-03-03,"32,602,730","2,049,950,175",62.35,63.3,62.35,62.95,+0.60,"4,358"
2016-03-04,"24,050,775","1,516,905,064",62.9,63.3,62.75,63.1,+0.15,"3,237"
2016-03-07,"21,497,714","1,360,686,374",63.2,63.7,62.9,63.1, 0.00,"3,147"
2016-03-08,"13,634,860","856,574,187",63.0,63.1,62.5,63.05,-0.05,"2,384"
2016-03-09,"8,097,374","509,283,704",63.05,63.15,62.65,63.1,+0.05,"2,074"
2016-03-10,"21,352,778","1,350,247,727",63.05,63.4,62.85,63.25,+0.15,"2,018"
2016-03-11,"22,682,346","1,438,882,479",63.2,63.75,63.05,63.55,+0.30,"2,712"
2016-03-14,"25,831,819","1,656,759,416",64.0,64.25,63.95,64.0,+0.45,"5,390"
2016-03-15,"18,905,608","1,202,923,134",64.0,64.1,63.0,63.05,-0.95,"5,012"
2016-03-16,"36,277,393","2,306,691,168",63.35,63.75,63.35,63.6,+0.55,"3,399"
2016-03-17,"20,031,419","1,293,323,925",64.55,64.9,64.05,64.3,+0.70,"4,479"
2016-03-18,"31,120,204","2,012,043,642",64.4,64.85,64.3,64.7,+0.40,"3,630"
2016-03-21,"6,056,792","391,100,684",64.9,65.05,64.2,64.6,-0.10,"1,337"
2016-03-22,"8,180,504","524,896,358",64.35,64.55,63.85,64.4,-0.20,"1,809"
2016-03-23,"11,996,985","773,806,611",64.4,64.85,64.25,64.35,-0.05,"2,241"
2016-03-24,"8,530,772","547,517,642",64.25,64.5,63.7,64.35, 0.00,"1,364"
2016-03-25,"3,814,633","244,659,326",64.5,64.5,63.95,64.05,-0.30,"1,093"
2016-03-28,"7,346,998","471,125,135",64.05,64.4,63.8,64.1,+0.05,"1,372"
2016-03-29,"10,741,646","685,826,209",64.0,64.3,63.5,63.65,-0.45,"1,828"
2016-03-30,"29,118,588","1,881,582,104",64.05,64.9,64.0,64.7,+1.05,"3,940"
2016-03-31,"16,046,959","1,040,188,630",65.1,65.4,64.45,64.65,-0.05,"4,899"
2016-04-01,"4,654,364","297,564,556",64.25,64.35,63.6,63.9,-0.75,"1,775"
2016-04-06,"8,957,175","560,162,916",63.3,63.3,62.35,62.4,-1.50,"3,518"
2016-04-07,"20,224,614","1,253,001,981",62.5,62.5,61.6,62.15,-0.25,"6,513"
2016-04-08,"6,752,732","421,875,102",61.8,62.8,61.8,62.75,+0.60,"1,520"
2016-04-11,"5,355,410","335,884,631",62.5,63.1,62.15,63.0,+0.25,"1,319"
2016-04-12,"2,753,865","173,786,257",63.05,63.5,62.75,62.95,-0.05,"1,104"
2016-04-13,"11,846,507","757,327,171",63.25,64.2,63.25,64.05,+1.10,"3,097"
2016-04-14,"8,125,157","522,525,255",64.4,64.6,64.1,64.25,+0.20,"1,959"
2016-04-15,"11,673,490","749,214,184",63.8,64.3,63.55,64.25, 0.00,"1,191"
2016-04-18,"2,145,729","137,218,318",64.05,64.2,63.85,63.85,-0.40,670
2016-04-19,"5,841,194","374,245,967",64.3,64.65,63.5,63.6,-0.25,"1,528"
2016-04-20,"8,981,513","565,820,758",63.5,64.1,62.55,62.65,-0.95,"2,726"
2016-04-21,"3,097,142","194,853,411",62.9,63.15,62.55,62.95,+0.30,"1,153"
2016-04-22,"2,685,186","169,439,838",62.95,63.4,62.8,63.2,+0.25,890
2016-04-25,"2,864,460","181,072,322",63.2,63.35,62.9,63.25,+0.05,672
2016-04-26,"4,894,769","311,241,971",63.1,63.9,63.1,63.5,+0.25,888
2016-04-27,"2,470,120","156,496,475",63.2,63.6,63.0,63.4,-0.10,752
2016-04-28,"10,321,711","645,803,565",63.5,63.55,62.15,62.4,-1.00,"2,365"
